E:\geetansh\python\college\pp_project>py -m cProfile main.py
         108188 function calls (104310 primitive calls) in 65.865 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1398    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
        1    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       41    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       94    0.001    0.000    0.001    0.000 {built-in method _sre.unicode_iscased}
       73    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       26    0.001    0.000    0.001    0.000 {built-in method _struct.calcsize}
       52    0.000    0.000    0.000    0.000 {built-in method _struct.unpack_from}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      456    0.008    0.000    0.008    0.000 {built-in method _thread.allocate_lock}
     1118    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
       65    0.000    0.000    0.000    0.000 {built-in method _tkinter._flatten}
        1    6.581    6.581    6.581    6.581 {built-in method _tkinter.create}
        4    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
  396/369    0.032    0.000    0.063    0.000 {built-in method builtins.__build_class__}
   365/19    0.002    0.000   19.069    1.004 {built-in method builtins.__import__}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      224    0.002    0.000    0.003    0.000 {built-in method builtins.any}
      136    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      288    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      318    0.087    0.000    0.087    0.000 {built-in method builtins.compile}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       62    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
    509/1    0.013    0.000   65.879   65.879 {built-in method builtins.exec}
     4398    0.009    0.000    0.010    0.000 {built-in method builtins.getattr}
      378    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
     3177    0.009    0.000    0.009    0.000 {built-in method builtins.hasattr}
       22    0.000    0.000    0.000    0.000 {built-in method builtins.id}
     8628    0.007    0.000    0.007    0.000 {built-in method builtins.isinstance}
      128    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
5859/5598    0.004    0.000    0.004    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       20    0.000    0.000    0.000    0.000 {built-in method builtins.max}
     1211    0.002    0.000    0.002    0.000 {built-in method builtins.min}
       29    0.000    0.000    0.000    0.000 {built-in method builtins.next}
      412    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       87    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     1972    0.003    0.000    0.004    0.000 {built-in method builtins.setattr}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.013    0.007    0.013    0.007 {built-in method cv2.cv2._registerMatType}
      505    0.001    0.000    0.001    0.000 {built-in method from_bytes}
       70    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        4    0.338    0.085    0.338    0.085 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      168    0.114    0.001    0.114    0.001 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method now}
        6    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
       18    0.036    0.002    0.036    0.002 {built-in method nt._isdir}
      666    0.001    0.000    0.001    0.000 {built-in method nt.fspath}
       63    0.001    0.000    0.001    0.000 {built-in method nt.getcwd}
       19    0.047    0.002    0.047    0.002 {built-in method nt.listdir}
        6    0.029    0.005    0.029    0.005 {built-in method nt.putenv}
        1    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
      837    2.874    0.003    2.874    0.003 {built-in method nt.stat}
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
      106    0.001    0.000    0.001    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
      309    0.001    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       21    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.001    0.001    0.001    0.001 {built-in method sys.getwindowsversion}
       21    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.476    0.476    0.476    0.476 {cvtColor}
        1    0.327    0.327    0.327    0.327 {divide}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x0000028FE5B61798}
        2    0.531    0.266    0.531    0.266 {imread}
        2    0.521    0.260    0.521    0.260 {imshow}
      117    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      689    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
     4360    0.003    0.000    0.003    0.000 {method 'append' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
      101    0.419    0.004    0.419    0.004 {method 'call' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingDecoder' objects}
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        2    0.001    0.000    0.001    0.000 {method 'convert2' of 'ImagingCore' objects}
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.000    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
        4    0.035    0.009    0.035    0.009 {method 'decode' of 'ImagingDecoder' objects}
        9    0.000    0.000    0.000    0.000 {method 'deletecommand' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       15    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.026    0.026    0.026    0.026 {method 'dot' of 'numpy.ndarray' objects}
        6    0.029    0.005    0.029    0.005 {method 'end' of 're.Match' objects}
      218    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
       28    0.001    0.000    0.001    0.000 {method 'expandtabs' of 'str' objects}
      120    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
      318    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
     1028    0.007    0.000    0.007    0.000 {method 'format' of 'str' objects}
      728    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
      137    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       23    0.000    0.000    0.000    0.000 {method 'getint' of '_tkinter.tkapp' objects}
        2    0.000    0.000    0.000    0.000 {method 'getvar' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        7    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'interpaddr' of '_tkinter.tkapp' objects}
        2    0.000    0.000    0.000    0.000 {method 'isblock' of 'ImagingCore' objects}
      130    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      726    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       83    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
      141    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       41    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
2567/2498    0.005    0.000    0.159    0.000 {method 'join' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      798    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
      883    0.001    0.000    0.001    0.000 {method 'lstrip' of 'str' objects}
      2/1   19.202    9.601   26.830   26.830 {method 'mainloop' of '_tkinter.tkapp' objects}
      110    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
        8    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        2    0.001    0.000    0.001    0.000 {method 'new_block' of 'ImagingCore' objects}
      399    0.001    0.000    0.001    0.000 {method 'partition' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
       28    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       48    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       86    0.046    0.001    0.046    0.001 {method 'read' of '_io.BufferedReader' objects}
      168    3.142    0.019    3.142    0.019 {method 'read' of '_io.FileIO' objects}
        2    0.001    0.000    0.001    0.001 {method 'read' of '_io.TextIOWrapper' objects}
        4    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        7    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
      160    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
        2    0.105    0.053    0.105    0.053 {method 'resize' of 'ImagingCore' objects}
        9    0.055    0.006    0.055    0.006 {method 'rfind' of 'str' objects}
     1448    0.003    0.000    0.003    0.000 {method 'rpartition' of 'str' objects}
      336    0.002    0.000    0.002    0.000 {method 'rsplit' of 'str' objects}
     4226    0.003    0.000    0.003    0.000 {method 'rstrip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
       43    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingDecoder' objects}
       16    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       13    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       14    0.001    0.000    0.001    0.000 {method 'split' of 're.Pattern' objects}
       53    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
      826    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
        1    0.013    0.013    0.013    0.013 {method 'strftime' of 'datetime.date' objects}
      308    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       21    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       61    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
      433    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
      106    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       29    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        2    0.299    0.150    0.299    0.150 {resize}
        2    4.445    2.223    4.445    2.223 {waitKey}



E:\geetansh\python\college\pp_project>
